rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
90,Miguel Ángel Rubio,ESP,DF,Espanyol,La Liga,0.0,1998.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,60.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
91,Angeliño,ESP,"DF,MF",Roma,Serie A,0.0,1997.0,4.3,1,0,0,4,0,0,0,2,6,0,0,0,21,4,4,50.0,2,0,14,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
92,Samuele Angori,ITA,DF,Pisa,Serie A,0.0,2003.0,3.1,0,0,0,2,0,0,0,3,6,0,0,0,9,2,7,22.2,2,0,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
93,Faustino Anjorin,ENG,"MF,FW",Torino,Serie A,0.0,2001.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0,1,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
94,Ilyas Ansah,GER,"MF,FW",Union Berlin,Bundesliga,0.0,2004.0,4.5,0,0,0,5,0,0,0,1,2,0,0,0,11,3,12,20.0,4,2,8,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
95,Aaron Anselmino,ARG,DF,Dortmund,Bundesliga,0.0,2005.0,0.8,0,0,0,2,0,0,0,0,2,0,0,0,4,1,1,50.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
96,Jaidon Anthony,ENG,"MF,FW",Burnley,Premier League,0.0,1999.0,6.5,2,0,0,5,0,0,0,6,7,0,1,0,29,4,7,36.4,9,2,16,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
97,Waldemar Anton,GER,DF,Dortmund,Bundesliga,0.0,1996.0,6.0,0,0,0,4,0,0,0,4,1,0,0,0,23,12,13,48.0,4,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
98,Antoniu,ESP,FW,Espanyol,La Liga,0.0,2002.0,0.2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
99,Antony,BRA,FW,Betis,La Liga,0.0,2000.0,3.6,1,0,0,2,0,0,0,4,5,0,0,0,18,1,0,100.0,8,0,16,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
100,Youssef El-Arabi,MAR,"FW,MF",Nantes,Ligue 1,0.0,1987.0,0.3,0,0,0,4,0,0,0,0,1,1,0,0,5,3,3,50.0,1,2,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
101,Mauro Arambarri,URU,MF,Getafe,La Liga,0.0,1995.0,7.8,1,0,0,7,0,0,0,3,12,0,0,0,46,9,13,40.9,14,1,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
102,Jon Aramburu,VEN,DF,Real Sociedad,La Liga,0.0,2002.0,6.2,1,0,0,14,0,0,0,6,16,0,0,0,18,8,4,66.7,8,0,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
103,Ronald Araújo,URU,DF,Barcelona,La Liga,0.0,1999.0,4.4,1,0,0,10,0,0,0,5,4,0,1,0,17,14,13,51.9,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
104,Carlens Arcus,HAI,DF,Angers,Ligue 1,0.0,1996.0,6.9,2,0,0,11,0,0,0,8,11,0,0,0,39,6,6,50.0,5,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
105,Alphonse Areola,FRA,GK,West Ham,Premier League,0.0,1993.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
106,Jesús Areso,ESP,DF,Athletic Club,La Liga,0.0,1999.0,6.5,1,0,0,8,0,0,0,4,8,0,0,0,22,9,3,75.0,4,0,37,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
107,Jhon Arias,COL,FW,Wolves,Premier League,0.0,1997.0,4.0,0,0,0,5,0,0,0,3,11,0,0,0,16,3,8,27.3,0,1,20,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
108,Harrison Armstrong,ENG,FW,Everton,Premier League,0.0,2007.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
109,Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,Ligue 1,0.0,2003.0,5.3,0,0,0,6,0,0,0,1,3,0,0,0,25,2,3,40.0,10,0,17,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
110,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,0.0,1994.0,6.0,2,0,0,2,0,0,0,10,7,0,0,0,17,3,2,60.0,6,0,32,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
111,Tolu Arokodare,NGA,FW,Wolves,Premier League,0.0,2000.0,1.8,0,0,0,2,0,0,0,1,1,0,0,0,2,11,17,39.3,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
112,Kervin Arriaga,HON,MF,Levante,La Liga,0.0,1998.0,2.2,0,0,0,3,0,0,0,2,3,0,0,0,11,5,5,50.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
113,Arthur,BRA,DF,Leverkusen,Bundesliga,0.0,2003.0,1.0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
114,Takuma Asano,JPN,FW,Mallorca,La Liga,0.0,1994.0,2.8,1,0,0,4,0,0,0,0,0,0,0,0,5,3,8,27.3,5,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
115,Raúl Asencio,ESP,DF,Real Madrid,La Liga,0.0,2003.0,2.8,1,0,0,4,0,0,0,1,2,0,0,0,7,2,3,40.0,3,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
116,Fisnik Asllani,KVX,"FW,MF",Hoffenheim,Bundesliga,0.0,2002.0,5.1,1,0,0,4,0,0,0,1,0,0,0,0,16,4,12,25.0,5,2,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
117,Kristjan Asllani,ALB,MF,Torino,Serie A,0.0,2002.0,4.5,2,0,0,2,0,0,0,5,3,0,0,0,21,0,4,0.0,2,0,22,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
118,Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,0.0,1987.0,3.9,1,0,0,2,0,0,0,3,3,0,0,0,9,2,1,66.7,2,0,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
119,Yaser Asprilla,COL,FW,Girona,La Liga,0.0,2003.0,4.5,0,0,0,6,0,0,0,4,2,0,0,0,12,2,4,33.3,2,3,27,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
120,Lorenz Assignon,TOG,DF,Stuttgart,Bundesliga,0.0,2000.0,2.2,0,0,0,7,0,0,0,1,3,0,0,0,8,3,3,50.0,1,1,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
121,Dehmaine Assoumani,FRA,MF,Nantes,Ligue 1,0.0,2005.0,2.1,0,0,0,4,0,0,0,3,2,0,0,0,10,0,3,0.0,5,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
122,Otavio Ataide,BRA,DF,Paris FC,Ligue 1,0.0,2002.0,4.9,1,1,0,8,0,0,0,9,5,0,1,0,16,5,6,45.5,9,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
123,Zachary Athekame,SUI,DF,Milan,Serie A,0.0,2004.0,0.4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
124,Arthur Atta,FRA,MF,Udinese,Serie A,0.0,2003.0,5.8,1,0,0,4,0,0,0,2,0,0,0,0,16,3,5,37.5,10,2,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
125,Noah Atubolu,GER,GK,Freiburg,Bundesliga,0.0,2002.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,100.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
126,Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,0.0,1989.0,2.8,0,0,0,2,0,0,0,1,0,1,0,0,2,4,6,40.0,2,1,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
127,Emil Audero,IDN,GK,Cremonese,Serie A,0.0,1997.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,100.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
128,Carlos Augusto,BRA,DF,Inter,Serie A,0.0,1999.0,2.9,1,0,0,6,0,0,0,2,1,0,0,0,8,8,6,57.1,3,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
129,Yann Aurel Bisseck,GER,DF,Inter,Serie A,0.0,2000.0,1.0,0,0,0,4,0,0,0,1,2,0,0,0,3,3,4,42.9,1,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
130,Leon Avdullahu,KVX,MF,Hoffenheim,Bundesliga,0.0,2004.0,5.4,1,0,0,3,0,0,0,6,5,0,0,0,35,6,3,66.7,4,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
131,Ezequiel Ávila,ARG,"FW,MF",Betis,La Liga,0.0,1994.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
132,Arthur Avom,CMR,MF,Lorient,Ligue 1,0.0,2004.0,6.1,2,0,0,5,0,0,0,12,8,0,0,0,36,3,5,37.5,12,0,15,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
133,Chidozie Awaziem,NGA,DF,Nantes,Ligue 1,0.0,1997.0,7.0,3,0,0,5,0,0,0,6,2,0,0,0,24,13,5,72.2,6,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
134,Yasin Ayari,SWE,MF,Brighton,Premier League,0.0,2003.0,6.0,0,0,0,6,0,0,0,8,9,0,0,0,28,1,6,14.3,10,0,16,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
135,Neil El Aynaoui,MAR,MF,Roma,Serie A,0.0,2001.0,1.1,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
136,César Azpilicueta,ESP,DF,Sevilla,La Liga,0.0,1989.0,5.0,2,0,0,12,0,0,0,11,6,0,0,0,17,8,5,61.5,4,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
137,Oussama El Azzouzi,MAR,DF,Auxerre,Ligue 1,0.0,2001.0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
138,Mio Backhaus,GER,GK,Werder Bremen,Bundesliga,0.0,2004.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
139,Loïc Bade,FRA,DF,Leverkusen,Bundesliga,0.0,2000.0,3.9,1,0,0,2,0,0,0,4,3,0,0,0,26,16,10,61.5,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
140,Benoît Badiashile,FRA,DF,Chelsea,Premier League,0.0,2001.0,0.7,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
141,Alex Baena,ESP,MF,Atlético Madrid,La Liga,0.0,2001.0,0.9,1,0,0,2,0,0,0,0,1,0,0,0,5,0,4,0.0,4,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
142,Samson Baidoo,AUT,DF,Lens,Ligue 1,0.0,2004.0,5.5,2,0,0,7,0,0,0,7,5,0,0,0,26,7,9,43.8,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
143,Eric Bailly,CIV,DF,Oviedo,La Liga,0.0,1994.0,2.0,1,0,0,4,0,0,0,4,1,0,0,0,11,4,3,57.1,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
144,Theo Bair,CAN,"MF,FW",Auxerre,Ligue 1,0.0,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
145,Cédric Bakambu,COD,FW,Betis,La Liga,0.0,1991.0,0.6,0,0,0,3,0,0,0,1,0,0,0,0,2,1,6,14.3,1,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
146,Johan Bakayoko,BEL,FW,RB Leipzig,Bundesliga,0.0,2003.0,5.1,0,0,0,7,0,0,0,1,2,1,0,0,12,1,3,25.0,7,3,8,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
147,Darryl Bakola,FRA,MF,Marseille,Ligue 1,0.0,2007.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,2,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
148,Ridle Baku,GER,DF,RB Leipzig,Bundesliga,0.0,1998.0,5.9,2,0,0,8,0,0,0,7,9,0,0,0,34,2,2,50.0,6,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
149,Dilane Bakwa,FRA,"FW,MF",Nott'ham Forest,Premier League,0.0,2002.0,1.9,0,0,0,3,0,0,0,0,0,0,0,0,11,0,1,0.0,4,0,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
150,Dilane Bakwa,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2002.0,1.2,0,0,0,0,0,0,0,1,1,1,0,0,6,0,0,0.0,4,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
151,Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,0.0,2003.0,1.3,0,0,0,3,0,0,0,2,0,0,0,0,6,0,0,0.0,4,1,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
152,Alejandro Balde,ESP,DF,Barcelona,La Liga,0.0,2003.0,2.9,1,0,0,2,0,0,0,0,3,1,1,0,9,3,2,60.0,7,1,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
153,Fabio Baldé,POR,"FW,MF",Hamburger SV,Bundesliga,0.0,2005.0,0.6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
154,Carlos Baleba,CMR,MF,Brighton,Premier League,0.0,2004.0,3.9,2,0,0,11,0,0,0,8,4,0,0,0,24,9,5,64.3,5,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
155,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,0.0,1999.0,5.3,2,0,0,4,0,0,0,6,7,0,0,0,19,10,7,58.8,7,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
156,Daniel Ballard,NIR,DF,Sunderland,Premier League,0.0,1999.0,2.5,0,0,0,2,0,0,0,1,2,0,0,0,6,17,8,68.0,4,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
157,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,0.0,1992.0,1.3,1,0,0,1,0,0,0,1,3,0,0,0,4,0,0,0.0,1,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
158,Fodé Ballo-Touré,SEN,DF,Metz,Ligue 1,0.0,1997.0,1.7,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,100.0,2,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
159,Folarin Balogun,USA,FW,Monaco,Ligue 1,0.0,2001.0,3.7,0,0,0,6,0,0,0,2,2,1,0,0,6,6,4,60.0,4,3,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
160,Aladji Bamba,FRA,MF,Monaco,Ligue 1,0.0,2006.0,1.4,1,0,0,4,0,0,0,2,5,0,0,0,7,6,0,100.0,4,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
161,Mohamed Bamba,CIV,FW,Lorient,Ligue 1,0.0,2001.0,3.7,2,0,0,10,0,0,0,1,2,0,0,0,6,6,18,25.0,2,5,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
162,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,0.0,2001.0,1.1,2,0,0,4,0,0,0,1,0,0,0,0,3,1,1,50.0,2,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
163,Noahkai Banks,USA,DF,Augsburg,Bundesliga,0.0,2006.0,1.3,1,0,0,3,0,0,0,2,1,0,0,0,4,5,2,71.4,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
164,Ezechiel Banzuzi,NED,MF,RB Leipzig,Bundesliga,0.0,2005.0,2.6,2,0,0,2,0,0,0,3,3,0,0,0,10,10,6,62.5,2,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
165,Tommaso Barbieri,ITA,DF,Cremonese,Serie A,0.0,2002.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
166,Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,0.0,2004.0,6.3,2,0,0,5,0,0,0,4,11,0,0,0,40,4,7,36.4,19,0,20,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
167,Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,0.0,2002.0,4.5,1,0,0,4,0,0,0,3,1,1,0,0,12,2,1,66.7,3,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
168,Melvin Bard,FRA,DF,Nice,Ligue 1,0.0,2000.0,6.5,1,0,0,5,0,0,0,4,4,0,0,0,34,8,5,61.5,7,1,28,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
169,Roony Bardghji,SWE,FW,Barcelona,La Liga,0.0,2005.0,1.5,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0.0,1,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
170,Nicolò Barella,ITA,MF,Inter,Serie A,0.0,1997.0,5.3,1,0,0,7,0,0,0,1,4,0,0,0,35,3,3,50.0,1,0,25,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
171,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,0.0,1997.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,0,0,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
172,Ross Barkley,ENG,MF,Aston Villa,Premier League,0.0,1993.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
173,Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,0.0,1997.0,3.5,0,0,0,3,0,0,0,0,1,0,0,0,10,1,0,100.0,4,1,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
174,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,0.0,2001.0,7.2,1,0,0,11,0,0,0,3,4,0,0,0,34,3,4,42.9,8,0,38,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
175,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,0.0,2003.0,7.2,0,0,0,3,0,0,0,14,7,0,0,0,45,11,9,55.0,10,0,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
176,Thierno Barry,FRA,FW,Everton,Premier League,0.0,2002.0,2.3,0,0,0,3,0,0,0,1,0,0,0,0,2,14,19,42.4,0,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
177,Davide Bartesaghi,ITA,DF,Milan,Serie A,0.0,2005.0,1.4,1,0,0,1,0,0,0,1,2,0,0,0,1,0,2,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
178,Marc Bartra,ESP,DF,Betis,La Liga,0.0,1991.0,4.5,0,0,0,1,0,0,0,6,6,0,0,0,19,9,7,56.3,4,0,0,1,2025-2026,stats_misc,2025-10-18 04:36:53.902157
179,Federico Baschirotto,ITA,DF,Cremonese,Serie A,0.0,1996.0,6.0,1,0,0,4,0,0,0,4,0,0,0,0,7,11,6,64.7,0,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
180,Toma Bašić,CRO,MF,Lazio,Serie A,0.0,1996.0,1.7,0,0,0,4,0,0,0,1,2,0,0,0,4,6,3,66.7,5,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
181,Calvin Bassey,NGA,DF,Fulham,Premier League,0.0,1999.0,7.0,2,0,0,6,0,0,0,3,5,0,1,0,32,6,5,54.5,9,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
182,Alessandro Bastoni,ITA,DF,Inter,Serie A,0.0,1999.0,4.6,0,0,0,6,0,0,0,4,5,0,0,0,17,7,5,58.3,3,0,18,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
183,Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,0.0,1996.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,21,4,0,100.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
184,Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,0.0,1993.0,0.6,0,0,0,1,0,0,0,0,1,0,0,0,4,1,3,25.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
185,Martin Baturina,CRO,"FW,MF",Como,Serie A,0.0,2003.0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0.0,2,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
186,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,0.0,1990.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,100.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
187,Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,0.0,1999.0,5.1,1,0,0,11,0,0,0,3,6,0,0,0,23,8,12,40.0,7,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
188,Altay Bayındır,TUR,GK,Manchester Utd,Premier League,0.0,1998.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,100.0,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
189,Vakoun Bayo,CIV,FW,Udinese,Serie A,0.0,1997.0,1.2,0,0,0,3,0,0,0,0,0,0,0,0,4,3,5,37.5,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
190,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,0.0,1994.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
191,Samu Becerra,ESP,"DF,MF",Rayo Vallecano,La Liga,0.0,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
192,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,0.0,1997.0,1.6,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
193,Sheraldo Becker,SUR,MF,Osasuna,La Liga,0.0,1995.0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0.0,1,1,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
194,Donny van de Beek,NED,MF,Girona,La Liga,0.0,1997.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
195,Maximilian Beier,GER,"MF,FW",Dortmund,Bundesliga,0.0,2002.0,4.2,0,0,0,5,0,0,0,1,0,0,0,0,11,3,10,23.1,4,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
196,Ismael Bekhoucha,MAR,DF,Getafe,La Liga,0.0,2004.0,1.2,1,0,0,5,0,0,0,2,5,0,0,0,4,0,2,0.0,3,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
197,Reda Belahyane,MAR,MF,Lazio,Serie A,0.0,2004.0,1.7,1,1,0,6,0,0,0,2,5,0,0,0,9,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
198,Rafik Belghali,ALG,"DF,FW",Hellas Verona,Serie A,0.0,2002.0,4.3,3,0,0,4,0,0,0,5,2,0,0,0,19,0,5,0.0,1,3,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
199,Haris Belkebla,ALG,MF,Angers,Ligue 1,0.0,1994.0,6.9,2,0,0,7,0,0,0,9,8,1,0,0,32,5,1,83.3,11,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
200,Yassin Belkhdim,FRA,MF,Angers,Ligue 1,0.0,2002.0,6.7,2,0,0,7,0,0,0,6,13,0,0,0,32,3,2,60.0,9,0,10,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
201,Stefan Bell,GER,DF,Mainz 05,Bundesliga,0.0,1991.0,2.0,1,0,0,4,0,0,0,2,3,0,0,0,8,17,7,70.8,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
202,Armel Bella Kotchap,GER,DF,Hellas Verona,Serie A,0.0,2001.0,0.8,0,0,0,1,0,0,0,2,0,0,0,0,5,2,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
203,Raoul Bellanova,ITA,DF,Atalanta,Serie A,0.0,2000.0,4.9,0,0,0,1,0,0,0,0,3,0,0,0,20,3,1,75.0,4,0,33,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
204,Jean-Ricner Bellegarde,HAI,"MF,FW",Wolves,Premier League,0.0,1998.0,2.8,0,0,0,2,0,0,0,2,4,0,0,0,6,0,5,0.0,8,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
205,Héctor Bellerín,ESP,DF,Betis,La Liga,0.0,1995.0,6.9,1,0,0,5,0,0,0,4,3,0,0,0,23,9,3,75.0,0,0,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
206,Jobe Bellingham,ENG,MF,Dortmund,Bundesliga,0.0,2005.0,2.1,0,0,0,3,0,0,0,4,3,0,0,0,7,5,2,71.4,4,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
207,Jude Bellingham,ENG,MF,Real Madrid,La Liga,0.0,2003.0,1.3,0,0,0,2,0,0,0,1,8,0,0,0,9,1,0,100.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
208,Jeanuël Belocian,FRA,MF,Leverkusen,Bundesliga,0.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
209,Andrea Belotti,ITA,FW,Cagliari,Serie A,0.0,1993.0,2.1,0,0,0,3,0,0,0,3,0,1,0,0,3,4,10,28.6,7,3,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
210,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,0.0,1999.0,2.4,0,0,0,4,0,0,0,4,2,0,0,0,12,1,4,20.0,0,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
