rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
658,Aleix Febas,ESP,MF,Elche,La Liga,0.0,1996.0,8.0,16,2.0,13,0,0,1,0,1,0.12,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
659,Mattia Felici,ITA,"MF,DF",Cagliari,Serie A,0.0,2001.0,1.4,6,4.29,3,2,0,1,0,1,0.71,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
660,Luiz Felipe,ITA,DF,Rayo Vallecano,La Liga,0.0,1997.0,2.4,2,0.82,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
661,Robin Fellhauer,GER,"DF,MF",Augsburg,Bundesliga,0.0,1998.0,4.6,8,1.73,7,0,0,0,0,1,0.22,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
662,Kiko Femenía,ESP,"DF,FW",Getafe,La Liga,0.0,1991.0,4.2,5,1.18,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
663,Evan Ferguson,IRL,FW,Roma,Serie A,0.0,2004.0,3.2,12,3.78,9,0,1,2,0,2,0.63,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
664,Lewis Ferguson,SCO,MF,Bologna,Serie A,0.0,1999.0,2.2,4,1.81,3,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
665,Bruno Fernandes,POR,MF,Manchester Utd,Premier League,0.0,1994.0,7.0,43,6.18,30,7,1,4,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
666,Mateus Fernandes,POR,"MF,FW",West Ham,Premier League,0.0,2004.0,4.4,6,1.36,6,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
667,Enzo Fernández,ARG,MF,Chelsea,Premier League,0.0,2001.0,6.9,21,3.06,16,2,0,0,2,4,0.58,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
668,Ezequiél Fernández,ARG,MF,Leverkusen,Bundesliga,0.0,2002.0,1.6,3,1.91,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
669,Manu Fernández,ESP,DF,Celta Vigo,La Liga,0.0,2001.0,3.7,3,0.82,3,0,0,0,0,2,0.55,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
670,Pedro Fernandez,ESP,MF,Barcelona,La Liga,0.0,2008.0,0.5,3,6.0,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
671,Pelayo Fernandez,ESP,DF,Rayo Vallecano,La Liga,0.0,2003.0,0.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
672,Roberto Férnandez,ESP,"FW,MF",Espanyol,La Liga,0.0,2002.0,5.9,14,2.36,10,0,0,2,2,4,0.67,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
673,Matias Fernandez-Pardo,BEL,FW,Lille,Ligue 1,0.0,2005.0,5.5,22,3.97,15,2,1,2,2,2,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
674,Junior Firpo,DOM,DF,Betis,La Liga,0.0,1996.0,3.5,10,2.82,9,0,0,0,0,2,0.56,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
675,Jonathan Fischer,DEN,GK,Metz,Ligue 1,0.0,2001.0,7.0,1,0.14,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
676,Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,0.0,2000.0,6.0,14,2.35,12,2,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
677,Mark Flekken,NED,GK,Leverkusen,Bundesliga,0.0,1993.0,6.0,2,0.33,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
678,Zian Flemming,NED,"FW,MF",Burnley,Premier League,0.0,1998.0,0.4,1,2.5,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
679,Romano Floriani,ITA,DF,Cremonese,Serie A,0.0,2003.0,1.8,3,1.64,2,0,0,0,1,1,0.55,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
680,Phil Foden,ENG,MF,Manchester City,Premier League,0.0,2000.0,3.9,12,3.06,5,5,0,2,0,1,0.25,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
681,Malick Fofana,BEL,FW,Lyon,Ligue 1,0.0,2005.0,6.4,22,3.43,14,0,3,4,1,1,0.16,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
682,Rayan Fofana,FRA,FW,Lens,Ligue 1,0.0,2006.0,4.2,12,2.88,5,0,4,2,1,1,0.24,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
683,Seko Fofana,CIV,MF,Rennes,Ligue 1,0.0,1995.0,5.4,18,3.33,16,0,2,0,0,1,0.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
684,Wesley Fofana,FRA,DF,Chelsea,Premier League,0.0,2000.0,1.4,1,0.69,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
685,Youssouf Fofana,FRA,MF,Milan,Serie A,0.0,1999.0,5.0,14,2.79,11,0,1,1,1,1,0.2,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
686,Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,0.0,1996.0,5.6,9,1.61,5,3,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
687,Michael Folorunsho,ITA,"MF,FW",Cagliari,Serie A,0.0,1998.0,5.7,7,1.22,5,0,0,1,1,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
688,Álex Forés,ESP,FW,Oviedo,La Liga,0.0,2001.0,1.1,2,1.78,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
689,Pablo Fornals,ESP,MF,Betis,La Liga,0.0,1996.0,7.4,37,4.96,31,2,0,2,0,5,0.67,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
690,Héctor Fort,ESP,DF,Elche,La Liga,0.0,2006.0,1.0,5,4.89,1,0,3,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
691,Niccolò Fortini,ITA,"MF,DF",Fiorentina,Serie A,0.0,2006.0,0.9,2,2.28,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
692,Lyle Foster,RSA,FW,Burnley,Premier League,0.0,2000.0,6.3,10,1.59,6,0,0,2,2,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
693,Dimitri Foulquier,FRA,DF,Valencia,La Liga,0.0,1993.0,7.0,7,1.0,7,0,0,0,0,3,0.43,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
694,Juan Foyth,ARG,DF,Villarreal,La Liga,0.0,1998.0,4.0,4,1.0,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
695,Alejandro Francés,ESP,DF,Girona,La Liga,0.0,2002.0,2.9,6,1.66,6,0,0,0,0,1,0.28,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
696,Przemysław Frankowski,POL,DF,Rennes,Ligue 1,0.0,1995.0,3.4,8,2.33,4,2,0,1,1,1,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
697,Davide Frattesi,ITA,"MF,FW",Inter,Serie A,0.0,1999.0,1.6,6,3.78,4,0,1,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
698,Oscar Fraulo,DEN,MF,Gladbach,Bundesliga,0.0,2003.0,0.2,1,4.09,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
699,Morten Frendrup,DEN,MF,Genoa,Serie A,0.0,2001.0,5.8,4,0.69,3,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
700,Martin Frese,DEN,DF,Hellas Verona,Serie A,0.0,1998.0,5.3,9,1.71,3,6,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
701,Remo Freuler,SUI,MF,Bologna,Serie A,0.0,1992.0,4.9,8,1.64,7,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
702,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,0.0,1998.0,4.9,4,0.81,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
703,Jeremie Frimpong,NED,DF,Liverpool,Premier League,0.0,2000.0,0.9,2,2.25,2,0,0,0,0,1,1.13,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
704,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,0.0,1997.0,6.2,13,2.11,11,0,0,0,1,3,0.49,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
705,Chris Führich,GER,FW,Stuttgart,Bundesliga,0.0,1998.0,1.8,8,4.5,8,0,0,0,0,1,0.56,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
706,Joel Fujita,JPN,MF,St. Pauli,Bundesliga,0.0,2002.0,5.9,18,3.06,16,0,0,0,0,1,0.17,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
707,Niclas Füllkrug,GER,FW,West Ham,Premier League,0.0,1993.0,4.2,6,1.42,6,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
708,Matteo Gabbia,ITA,DF,Milan,Serie A,0.0,1999.0,6.0,5,0.83,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
709,Tiago Gabriel,POR,DF,Lecce,Serie A,0.0,2004.0,5.1,2,0.39,1,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
710,Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,0.0,2000.0,1.8,10,5.59,6,2,0,1,1,2,1.12,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
711,Roberto Gagliardini,ITA,MF,Hellas Verona,Serie A,0.0,1994.0,1.5,6,3.88,6,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
712,Cody Gakpo,NED,FW,Liverpool,Premier League,0.0,1999.0,6.2,26,4.22,22,1,2,1,0,3,0.49,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
713,Javi Galán,ESP,DF,Atlético Madrid,La Liga,0.0,1994.0,1.5,4,2.69,3,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
714,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,0.0,1993.0,5.1,13,2.54,11,1,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
715,Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,0.0,2000.0,2.7,8,2.99,6,0,0,0,1,1,0.37,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
716,Antonino Gallo,ITA,DF,Lecce,Serie A,0.0,2000.0,5.3,12,2.28,9,2,0,0,0,1,0.19,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
717,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,0.0,1989.0,6.8,11,1.61,11,0,0,0,0,2,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
718,Ismaëlo Ganiou,BFA,DF,Lens,Ligue 1,0.0,2005.0,0.8,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
719,Ben Gannon-Doak,SCO,FW,Bournemouth,Premier League,0.0,2005.0,0.3,1,2.9,1,0,0,0,0,1,2.9,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
720,Facundo Garcés,MAS,DF,Alavés,La Liga,0.0,1999.0,6.0,2,0.33,2,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
721,Aleix García,ESP,MF,Leverkusen,Bundesliga,0.0,1997.0,5.5,15,2.72,10,4,0,1,0,2,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
722,Álvaro García,ESP,"MF,FW",Rayo Vallecano,La Liga,0.0,1992.0,6.4,15,2.34,10,1,1,3,0,3,0.47,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
723,Eric García,ESP,DF,Barcelona,La Liga,0.0,2001.0,6.6,26,3.95,21,2,0,1,0,4,0.61,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
724,Fran Garcia,ESP,"DF,MF",Real Madrid,La Liga,0.0,1999.0,1.3,3,2.39,2,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
725,Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,0.0,2004.0,1.0,5,4.84,4,0,0,0,0,1,0.97,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
726,Joan García,ESP,GK,Barcelona,La Liga,0.0,2001.0,6.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
727,Pablo Garcia,ESP,FW,Betis,La Liga,0.0,2006.0,2.0,1,0.49,0,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
728,Rubén García,ESP,"MF,FW",Osasuna,La Liga,0.0,1993.0,2.7,5,1.88,2,3,0,0,0,1,0.38,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
729,Ulisses Garcia,SUI,DF,Marseille,Ligue 1,0.0,1996.0,1.6,1,0.61,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
730,Víctor García,ESP,"MF,DF",Levante,La Liga,0.0,1997.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
731,Alejandro Garnacho,ARG,FW,Chelsea,Premier League,0.0,2004.0,1.0,3,3.14,2,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
732,James Garner,ENG,"MF,DF",Everton,Premier League,0.0,2001.0,7.0,21,3.0,14,5,0,1,1,1,0.14,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
733,Federico Gatti,ITA,DF,Juventus,Serie A,0.0,1998.0,5.2,6,1.16,5,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
734,Gavi,ESP,"MF,DF",Barcelona,La Liga,0.0,2004.0,0.7,3,4.03,3,0,0,0,0,1,1.34,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
735,Jusuf Gazibegović,BIH,DF,Köln,Bundesliga,0.0,2000.0,0.3,1,3.91,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
736,Paulo Gazzaniga,ARG,GK,Girona,La Liga,0.0,1992.0,6.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
737,Jean-Philippe Gbamin,CIV,DF,Metz,Ligue 1,0.0,1995.0,6.2,7,1.13,6,1,0,0,0,1,0.16,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
738,Yann Gboho,FRA,"FW,MF",Toulouse,Ligue 1,0.0,2001.0,6.2,21,3.4,15,0,5,0,0,2,0.32,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
739,David de Gea,ESP,GK,Fiorentina,Serie A,0.0,1990.0,6.0,3,0.5,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
740,Lutsharel Geertruida,NED,"DF,MF",Sunderland,Premier League,0.0,2000.0,0.7,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
741,Tyrique George,ENG,FW,Chelsea,Premier League,0.0,2006.0,1.5,4,2.59,3,0,0,1,0,2,1.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
742,Yannick Gerhardt,GER,DF,Wolfsburg,Bundesliga,0.0,1994.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
743,Willem Geubbels,FRA,FW,Paris FC,Ligue 1,0.0,2001.0,3.7,7,1.9,5,0,0,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
744,Ismaël Gharbi,TUN,MF,Augsburg,Bundesliga,0.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
745,Mourad El Ghezouani,MAR,FW,Elche,La Liga,0.0,1998.0,0.6,2,3.46,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
746,Rachid Ghezzal,ALG,"FW,MF",Lyon,Ligue 1,0.0,1992.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
747,Andrea Ghion,ITA,"FW,MF",Sassuolo,Serie A,0.0,2000.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
748,Dimitris Giannoulis,GRE,"DF,MF",Augsburg,Bundesliga,0.0,1995.0,2.5,3,1.21,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
749,Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,Premier League,0.0,2000.0,6.1,24,3.92,21,0,1,2,0,1,0.16,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
750,Bryan Gil,ESP,"FW,MF",Girona,La Liga,0.0,2001.0,1.6,6,3.72,5,0,0,1,0,1,0.62,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
751,Mario Gila,ESP,DF,Lazio,Serie A,0.0,2000.0,5.9,7,1.18,5,0,0,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
752,Billy Gilmour,SCO,MF,Napoli,Serie A,0.0,2001.0,1.3,8,6.26,7,0,1,0,0,1,0.78,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
753,Benedikt Gimber,GER,"DF,MF",Heidenheim,Bundesliga,0.0,1997.0,3.3,2,0.61,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
754,Santiago Giménez,MEX,FW,Milan,Serie A,0.0,2001.0,5.0,11,2.2,6,0,2,2,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
755,Gvidas Gineitis,LTU,"MF,FW",Torino,Serie A,0.0,2004.0,1.3,1,0.77,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
756,Matthias Ginter,GER,DF,Freiburg,Bundesliga,0.0,1994.0,6.0,3,0.5,3,0,0,0,0,2,0.33,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
757,Giovane,BRA,FW,Hellas Verona,Serie A,0.0,2003.0,5.4,21,3.87,10,1,5,2,3,2,0.37,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
758,Olivier Giroud,FRA,FW,Lille,Ligue 1,0.0,1986.0,5.7,8,1.41,8,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
759,Jamie Gittens,ENG,FW,Chelsea,Premier League,0.0,2004.0,1.8,6,3.35,4,0,0,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
760,Robert Glatzel,GER,FW,Hamburger SV,Bundesliga,0.0,1994.0,0.7,1,1.5,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
761,Serge Gnabry,GER,MF,Bayern Munich,Bundesliga,0.0,1995.0,4.0,12,3.03,11,0,1,0,0,6,1.51,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
762,Wilfried Gnonto,ITA,FW,Leeds United,Premier League,0.0,2003.0,2.1,4,1.87,3,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
763,Giorgi Gocholeishvili,GEO,MF,Hamburger SV,Bundesliga,0.0,2001.0,4.6,16,3.46,10,2,2,1,1,2,0.43,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
764,Martial Godo,ENG,"MF,FW",Strasbourg,Ligue 1,0.0,2003.0,1.6,2,1.28,0,0,1,0,1,1,0.64,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
765,Maxima Goffi,FRA,DF,Lille,Ligue 1,0.0,2008.0,0.4,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
766,Saba Goglichidze,GEO,DF,Udinese,Serie A,0.0,2004.0,1.7,2,1.19,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
767,Edoardo Goldaniga,ITA,DF,Como,Serie A,0.0,1993.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
768,Aleksandr Golovin,RUS,"FW,MF",Monaco,Ligue 1,0.0,1996.0,2.7,5,1.84,3,0,0,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
769,Angel Gomes,ENG,MF,Marseille,Ligue 1,0.0,2000.0,5.6,19,3.37,18,1,0,0,0,2,0.35,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
770,João Gomes,BRA,MF,Wolves,Premier League,0.0,2001.0,6.7,14,2.09,13,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
771,Rodrigo Gomes,POR,"DF,MF",Wolves,Premier League,0.0,2003.0,1.8,6,3.23,2,0,2,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
772,Toti Gomes,POR,DF,Wolves,Premier League,0.0,1999.0,4.3,4,0.92,3,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
773,Diego Gómez,PAR,MF,Brighton,Premier League,0.0,2003.0,3.5,8,2.32,4,0,0,0,2,0,0.0,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
774,Joe Gomez,ENG,DF,Liverpool,Premier League,0.0,1997.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
775,Moi Gómez,ESP,MF,Osasuna,La Liga,0.0,1994.0,4.5,14,3.14,11,2,0,0,0,2,0.45,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
776,Sergio Gómez,ESP,DF,Real Sociedad,La Liga,0.0,2000.0,5.3,16,3.01,12,3,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
777,Unai Gómez,ESP,"FW,MF",Athletic Club,La Liga,0.0,2003.0,1.0,4,4.14,2,0,1,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
778,Valentín Gómez,ARG,DF,Betis,La Liga,0.0,2003.0,3.5,3,0.86,2,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
779,Rafael Gonçalves,POR,MF,Strasbourg,Ligue 1,0.0,2005.0,2.1,6,2.8,4,0,1,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
780,Nicolás González,ESP,MF,Manchester City,Premier League,0.0,2002.0,3.9,9,2.29,8,0,0,1,0,2,0.51,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
781,Nicolás González,ARG,"MF,DF",Juventus,Serie A,0.0,1998.0,0.2,2,9.47,1,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
782,Nicolás González,ARG,MF,Atlético Madrid,La Liga,0.0,1998.0,4.0,18,4.53,11,0,3,3,1,1,0.25,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
783,Urko González,ESP,MF,Espanyol,La Liga,0.0,2001.0,3.6,5,1.39,4,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
784,Urko González,ESP,MF,Real Sociedad,La Liga,0.0,2001.0,0.1,1,8.18,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
785,Anthony Gordon,ENG,FW,Newcastle Utd,Premier League,0.0,2001.0,3.0,10,3.35,7,0,2,0,1,1,0.33,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
786,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,0.0,1995.0,3.4,9,2.67,6,0,1,0,0,2,0.59,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
787,Andoni Gorosabel,ESP,DF,Athletic Club,La Liga,0.0,1996.0,0.8,4,5.22,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
788,Jon Gorrotxategi,ESP,MF,Real Sociedad,La Liga,0.0,2002.0,5.7,9,1.57,7,0,0,1,1,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
789,Alimami Gory,MLI,"FW,MF",Paris FC,Ligue 1,0.0,1996.0,1.5,2,1.36,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
790,Robin Gosens,GER,DF,Fiorentina,Serie A,0.0,1994.0,5.8,12,2.05,8,1,0,2,1,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
791,Mikel Goti,ESP,MF,Real Sociedad,La Liga,0.0,2002.0,0.6,2,3.21,1,0,0,1,0,1,1.61,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
792,Mario Götze,GER,"MF,FW",Eint Frankfurt,Bundesliga,0.0,1992.0,0.7,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
793,Amine Gouiri,ALG,"FW,MF",Marseille,Ligue 1,0.0,2000.0,4.2,14,3.33,5,7,1,1,0,3,0.71,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
794,Tiago Gouveia,POR,DF,Nice,Ligue 1,0.0,2001.0,0.9,3,3.46,3,0,0,0,0,1,1.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
795,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,0.0,1991.0,3.7,5,1.34,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
796,Kamil Grabara,POL,GK,Wolfsburg,Bundesliga,0.0,1999.0,6.0,1,0.17,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
797,Jonathan Gradit,FRA,DF,Lens,Ligue 1,0.0,1992.0,4.0,6,1.5,5,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
798,Alberto Grassi,ITA,MF,Cremonese,Serie A,0.0,1995.0,4.1,4,0.98,3,0,0,0,1,2,0.49,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
799,Ryan Gravenberch,NED,"MF,DF",Liverpool,Premier League,0.0,2002.0,6.0,25,4.17,19,0,1,3,1,2,0.33,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
800,Archie Gray,ENG,MF,Tottenham,Premier League,0.0,2006.0,0.8,2,2.5,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
801,Jack Grealish,ENG,FW,Everton,Premier League,0.0,1995.0,6.2,30,4.86,26,0,1,0,2,6,0.97,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
