rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,tackle_attempts,tackle_pct,tackles_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_plus_interceptions,clearances,errors,touches_def_third,touches_mid_third,touches_att_third,passes_attempted,aerials_lost,passes_blocks,shot_creating_actions_shot,season,table_type,processed_at
116,Fisnik Asllani,KVX,"FW,MF",Hoffenheim,Bundesliga,0.0,2002.0,5.1,3,0,0,0,0,0,37.5,0,0,0,3,1,4,6,0,2,0,1,8,5,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
117,Kristjan Asllani,ALB,MF,Torino,Serie A,0.0,2002.0,4.5,6,3,0,0,0,0,40.0,0,0,0,0,5,11,1,1,3,1,2,5,3,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
118,Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,0.0,1987.0,3.9,5,3,0,0,0,0,33.3,0,0,0,2,3,8,0,0,2,3,0,3,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
119,Yaser Asprilla,COL,FW,Girona,La Liga,0.0,2003.0,4.5,6,2,0,0,0,0,100.0,0,0,0,4,4,10,4,0,1,4,1,2,0,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
120,Lorenz Assignon,TOG,DF,Stuttgart,Bundesliga,0.0,2000.0,2.2,5,3,0,0,0,0,75.0,0,0,0,2,1,6,8,0,3,2,0,4,1,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
121,Dehmaine Assoumani,FRA,MF,Nantes,Ligue 1,0.0,2005.0,2.1,5,2,0,0,0,0,25.0,0,0,0,1,3,8,3,0,3,0,2,4,3,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
122,Otavio Ataide,BRA,DF,Paris FC,Ligue 1,0.0,2002.0,4.9,11,5,0,0,0,0,71.4,0,0,0,1,9,20,48,1,7,4,0,7,2,4,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
123,Zachary Athekame,SUI,DF,Milan,Serie A,0.0,2004.0,0.4,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
124,Arthur Atta,FRA,MF,Udinese,Serie A,0.0,2003.0,5.8,3,0,0,0,0,0,10.0,0,0,0,4,2,5,7,0,1,1,1,10,9,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
125,Noah Atubolu,GER,GK,Freiburg,Bundesliga,0.0,2002.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
126,Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,0.0,1989.0,2.8,2,0,0,0,0,0,50.0,0,0,0,1,1,3,2,0,0,1,1,2,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
127,Emil Audero,IDN,GK,Cremonese,Serie A,0.0,1997.0,4.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
128,Carlos Augusto,BRA,DF,Inter,Serie A,0.0,1999.0,2.9,1,1,0,0,0,0,0.0,0,0,0,1,2,3,11,0,0,1,0,0,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
129,Yann Aurel Bisseck,GER,DF,Inter,Serie A,0.0,2000.0,1.0,3,2,0,0,0,0,0.0,0,0,0,2,1,4,4,0,1,2,0,0,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
130,Leon Avdullahu,KVX,MF,Hoffenheim,Bundesliga,0.0,2004.0,5.4,6,5,0,0,0,0,42.9,0,0,0,4,6,12,5,0,1,5,0,7,4,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
131,Ezequiel Ávila,ARG,"FW,MF",Betis,La Liga,0.0,1994.0,0.5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
132,Arthur Avom,CMR,MF,Lorient,Ligue 1,0.0,2004.0,6.1,11,8,0,0,0,0,70.0,0,0,0,6,12,23,4,0,4,7,0,10,3,7,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
133,Chidozie Awaziem,NGA,DF,Nantes,Ligue 1,0.0,1997.0,7.0,5,2,0,0,0,0,37.5,0,0,0,4,6,11,41,2,3,2,0,8,5,10,6,2025-2026,stats_defense,2025-10-18 04:36:53.576323
134,Yasin Ayari,SWE,MF,Brighton,Premier League,0.0,2003.0,6.0,15,9,0,0,0,0,50.0,0,0,0,4,8,23,8,0,4,7,4,10,5,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
135,Neil El Aynaoui,MAR,MF,Roma,Serie A,0.0,2001.0,1.1,0,0,0,0,0,0,0.0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
136,César Azpilicueta,ESP,DF,Sevilla,La Liga,0.0,1989.0,5.0,10,6,0,0,0,0,40.0,0,0,0,6,11,21,17,0,7,3,0,10,6,11,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
137,Oussama El Azzouzi,MAR,DF,Auxerre,Ligue 1,0.0,2001.0,0.2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
138,Mio Backhaus,GER,GK,Werder Bremen,Bundesliga,0.0,2004.0,4.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
139,Loïc Bade,FRA,DF,Leverkusen,Bundesliga,0.0,2000.0,3.9,4,3,0,0,0,0,100.0,0,0,0,2,4,8,17,0,2,1,1,3,0,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
140,Benoît Badiashile,FRA,DF,Chelsea,Premier League,0.0,2001.0,0.7,1,0,0,0,0,0,0.0,0,0,0,0,2,3,2,0,0,1,0,0,0,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
141,Alex Baena,ESP,MF,Atlético Madrid,La Liga,0.0,2001.0,0.9,1,1,0,0,0,0,100.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
142,Samson Baidoo,AUT,DF,Lens,Ligue 1,0.0,2004.0,5.5,6,5,0,0,0,0,42.9,0,0,0,2,7,13,23,0,5,0,1,7,4,14,12,2025-2026,stats_defense,2025-10-18 04:36:53.576323
143,Eric Bailly,CIV,DF,Oviedo,La Liga,0.0,1994.0,2.0,1,1,0,0,0,0,100.0,0,0,0,0,4,5,14,0,0,1,0,1,0,7,7,2025-2026,stats_defense,2025-10-18 04:36:53.576323
144,Theo Bair,CAN,"MF,FW",Auxerre,Ligue 1,0.0,1999.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
145,Cédric Bakambu,COD,FW,Betis,La Liga,0.0,1991.0,0.6,0,0,0,0,0,0,0.0,0,0,0,1,1,1,4,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
146,Johan Bakayoko,BEL,FW,RB Leipzig,Bundesliga,0.0,2003.0,5.1,4,2,0,0,0,0,20.0,0,0,0,2,1,5,2,0,2,2,0,5,4,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
147,Darryl Bakola,FRA,MF,Marseille,Ligue 1,0.0,2007.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
148,Ridle Baku,GER,DF,RB Leipzig,Bundesliga,0.0,1998.0,5.9,17,9,0,0,0,0,59.1,0,0,0,10,7,24,22,1,12,3,2,22,9,12,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
149,Dilane Bakwa,FRA,"FW,MF",Nott'ham Forest,Premier League,0.0,2002.0,1.9,0,0,0,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,2,2,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
150,Dilane Bakwa,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2002.0,1.2,1,1,0,0,0,0,50.0,0,0,0,2,1,2,1,0,1,0,0,2,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
151,Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,0.0,2003.0,1.3,1,0,0,0,0,0,0.0,0,0,0,0,2,3,0,0,0,0,1,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
152,Alejandro Balde,ESP,DF,Barcelona,La Liga,0.0,2003.0,2.9,4,3,0,0,0,0,50.0,0,0,0,3,0,4,6,0,1,3,0,4,2,6,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
153,Fabio Baldé,POR,"FW,MF",Hamburger SV,Bundesliga,0.0,2005.0,0.6,2,1,0,0,0,0,0.0,0,0,0,1,0,2,1,0,0,1,1,1,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
154,Carlos Baleba,CMR,MF,Brighton,Premier League,0.0,2004.0,3.9,7,4,0,0,0,0,33.3,0,0,0,3,8,15,6,0,1,5,1,6,4,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
155,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,0.0,1999.0,5.3,14,7,0,0,0,0,77.8,0,0,0,4,6,20,26,0,5,7,2,9,2,6,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
156,Daniel Ballard,NIR,DF,Sunderland,Premier League,0.0,1999.0,2.5,5,2,0,0,0,0,100.0,0,0,0,0,1,6,33,1,3,1,1,3,0,5,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
157,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,0.0,1992.0,1.3,3,3,0,0,0,0,66.7,0,0,0,1,1,4,2,0,2,1,0,3,1,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
158,Fodé Ballo-Touré,SEN,DF,Metz,Ligue 1,0.0,1997.0,1.7,5,2,0,0,0,0,100.0,0,0,0,2,0,5,1,0,3,0,2,1,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
159,Folarin Balogun,USA,FW,Monaco,Ligue 1,0.0,2001.0,3.7,2,2,0,0,0,0,0.0,0,0,0,2,2,4,0,0,0,1,1,1,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
160,Aladji Bamba,FRA,MF,Monaco,Ligue 1,0.0,2006.0,1.4,8,5,0,0,0,0,50.0,0,0,0,4,2,10,3,0,0,7,1,2,1,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
161,Mohamed Bamba,CIV,FW,Lorient,Ligue 1,0.0,2001.0,3.7,2,2,0,0,0,0,33.3,0,0,0,2,1,3,4,0,2,0,0,3,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
162,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,0.0,2001.0,1.1,0,0,0,0,0,0,0.0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
163,Noahkai Banks,USA,DF,Augsburg,Bundesliga,0.0,2006.0,1.3,4,1,0,0,0,0,100.0,0,0,0,0,2,6,8,0,2,2,0,3,0,2,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
164,Ezechiel Banzuzi,NED,MF,RB Leipzig,Bundesliga,0.0,2005.0,2.6,6,3,0,0,0,0,66.7,0,0,0,3,3,9,16,0,5,0,1,3,1,5,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
165,Tommaso Barbieri,ITA,DF,Cremonese,Serie A,0.0,2002.0,0.2,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
166,Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,0.0,2004.0,6.3,18,11,0,0,0,0,84.6,0,0,0,3,4,22,7,0,9,7,2,13,2,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
167,Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,0.0,2002.0,4.5,5,1,0,0,0,0,33.3,0,0,0,1,3,8,0,0,2,2,1,3,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
168,Melvin Bard,FRA,DF,Nice,Ligue 1,0.0,2000.0,6.5,7,4,0,0,0,0,18.2,0,0,0,2,4,11,21,1,6,0,1,11,9,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
169,Roony Bardghji,SWE,FW,Barcelona,La Liga,0.0,2005.0,1.5,2,1,0,0,0,0,100.0,0,0,0,1,0,2,0,0,1,0,1,2,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
170,Nicolò Barella,ITA,MF,Inter,Serie A,0.0,1997.0,5.3,8,4,0,0,0,0,0.0,0,0,0,5,1,9,4,0,2,4,2,5,5,5,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
171,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,0.0,1997.0,0.3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
172,Ross Barkley,ENG,MF,Aston Villa,Premier League,0.0,1993.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
173,Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,0.0,1997.0,3.5,2,1,0,0,0,0,66.7,0,0,0,3,0,2,2,0,0,2,0,3,1,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
174,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,0.0,2001.0,7.2,6,4,0,0,0,0,0.0,0,0,0,7,3,9,7,0,4,1,1,4,4,8,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
175,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,0.0,2003.0,7.2,10,7,0,0,0,0,42.9,0,0,0,6,14,24,4,3,4,3,3,7,4,6,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
176,Thierno Barry,FRA,FW,Everton,Premier League,0.0,2002.0,2.3,0,0,0,0,0,0,0.0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
177,Davide Bartesaghi,ITA,DF,Milan,Serie A,0.0,2005.0,1.4,3,2,0,0,0,0,100.0,0,0,0,2,1,4,3,0,2,1,0,2,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
178,Marc Bartra,ESP,DF,Betis,La Liga,0.0,1991.0,4.5,14,6,0,0,0,0,58.3,0,0,0,4,6,20,31,2,9,4,1,12,5,10,6,2025-2026,stats_defense,2025-10-18 04:36:53.576323
179,Federico Baschirotto,ITA,DF,Cremonese,Serie A,0.0,1996.0,6.0,0,0,0,0,0,0,0.0,0,0,0,3,4,4,43,0,0,0,0,1,1,10,7,2025-2026,stats_defense,2025-10-18 04:36:53.576323
180,Toma Bašić,CRO,MF,Lazio,Serie A,0.0,1996.0,1.7,2,2,0,0,0,0,25.0,0,0,0,1,1,3,5,0,0,2,0,4,3,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
181,Calvin Bassey,NGA,DF,Fulham,Premier League,0.0,1999.0,7.0,10,5,0,0,0,0,61.5,0,0,0,2,3,13,27,2,8,2,0,13,5,6,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
182,Alessandro Bastoni,ITA,DF,Inter,Serie A,0.0,1999.0,4.6,5,5,0,0,0,0,100.0,0,0,0,2,4,9,15,0,4,1,0,3,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
183,Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,0.0,1996.0,8.0,1,1,0,0,0,0,100.0,0,0,0,0,0,1,8,1,1,0,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
184,Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,0.0,1993.0,0.6,1,1,0,0,0,0,100.0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
185,Martin Baturina,CRO,"FW,MF",Como,Serie A,0.0,2003.0,0.9,2,1,0,0,0,0,25.0,0,0,0,1,0,2,0,0,0,1,1,4,3,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
186,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,0.0,1990.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
187,Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,0.0,1999.0,5.1,11,6,0,0,0,0,23.1,0,0,0,3,3,14,13,0,2,7,2,13,10,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
188,Altay Bayındır,TUR,GK,Manchester Utd,Premier League,0.0,1998.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
189,Vakoun Bayo,CIV,FW,Udinese,Serie A,0.0,1997.0,1.2,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
190,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,0.0,1994.0,0.5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
191,Samu Becerra,ESP,"DF,MF",Rayo Vallecano,La Liga,0.0,2006.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
192,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,0.0,1997.0,1.6,2,2,0,0,0,0,20.0,0,0,0,1,0,2,1,0,1,0,1,5,4,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
193,Sheraldo Becker,SUR,MF,Osasuna,La Liga,0.0,1995.0,0.9,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
194,Donny van de Beek,NED,MF,Girona,La Liga,0.0,1997.0,0.5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
195,Maximilian Beier,GER,"MF,FW",Dortmund,Bundesliga,0.0,2002.0,4.2,0,0,0,0,0,0,0.0,0,0,0,4,1,1,2,0,0,0,0,4,4,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
196,Ismael Bekhoucha,MAR,DF,Getafe,La Liga,0.0,2004.0,1.2,6,5,0,0,0,0,62.5,0,0,0,1,2,8,4,0,3,2,1,8,3,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
197,Reda Belahyane,MAR,MF,Lazio,Serie A,0.0,2004.0,1.7,6,5,0,0,0,0,100.0,0,0,0,2,2,8,3,0,1,3,2,2,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
198,Rafik Belghali,ALG,"DF,FW",Hellas Verona,Serie A,0.0,2002.0,4.3,3,2,0,0,0,0,66.7,0,0,0,2,5,8,5,0,3,0,0,3,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
199,Haris Belkebla,ALG,MF,Angers,Ligue 1,0.0,1994.0,6.9,11,8,0,0,0,0,50.0,0,0,0,3,9,20,10,1,9,2,0,10,5,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
200,Yassin Belkhdim,FRA,MF,Angers,Ligue 1,0.0,2002.0,6.7,17,13,0,0,0,0,53.8,0,0,0,6,6,23,8,0,10,6,1,13,6,8,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
201,Stefan Bell,GER,DF,Mainz 05,Bundesliga,0.0,1991.0,2.0,4,3,0,0,0,0,100.0,0,0,0,1,2,6,19,0,3,1,0,3,0,4,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
202,Armel Bella Kotchap,GER,DF,Hellas Verona,Serie A,0.0,2001.0,0.8,0,0,0,0,0,0,0.0,0,0,0,1,2,2,3,0,0,0,0,0,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
203,Raoul Bellanova,ITA,DF,Atalanta,Serie A,0.0,2000.0,4.9,7,3,0,0,0,0,50.0,0,0,0,2,0,7,13,0,4,1,2,4,2,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
204,Jean-Ricner Bellegarde,HAI,"MF,FW",Wolves,Premier League,0.0,1998.0,2.8,6,4,0,0,0,0,100.0,0,0,0,2,2,8,3,1,4,2,0,1,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
205,Héctor Bellerín,ESP,DF,Betis,La Liga,0.0,1995.0,6.9,5,3,0,0,0,0,14.3,0,0,0,5,4,9,35,0,3,2,0,7,6,5,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
206,Jobe Bellingham,ENG,MF,Dortmund,Bundesliga,0.0,2005.0,2.1,4,3,0,0,0,0,50.0,0,0,0,2,4,8,4,0,1,2,1,2,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
207,Jude Bellingham,ENG,MF,Real Madrid,La Liga,0.0,2003.0,1.3,11,8,0,0,0,0,100.0,0,0,0,0,1,12,1,0,4,4,3,5,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
208,Jeanuël Belocian,FRA,MF,Leverkusen,Bundesliga,0.0,2005.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
209,Andrea Belotti,ITA,FW,Cagliari,Serie A,0.0,1993.0,2.1,0,0,0,0,0,0,0.0,0,0,0,0,3,3,1,0,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
210,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,0.0,1999.0,2.4,3,2,0,0,0,0,0.0,0,0,0,2,4,7,1,0,1,2,0,1,1,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
211,Lucas Beltrán,ARG,FW,Valencia,La Liga,0.0,2001.0,1.9,3,1,0,0,0,0,100.0,0,0,0,3,1,4,0,0,0,3,0,2,0,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
212,Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,0.0,2005.0,0.5,2,0,0,0,0,0,0.0,0,0,0,1,0,2,0,1,1,0,1,1,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
213,Eliesse Ben Seghir,MAR,MF,Leverkusen,Bundesliga,0.0,2005.0,1.4,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
214,Carlos Benavídez,URU,MF,Alavés,La Liga,0.0,1998.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
215,Adrian Benedyczak,POL,"MF,DF",Parma,Serie A,0.0,2000.0,0.8,2,2,0,0,0,0,100.0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
216,Yassine Benhattab,FRA,"MF,FW",Nantes,Ligue 1,0.0,2002.0,3.8,6,4,0,0,0,0,50.0,0,0,0,2,0,6,2,0,3,2,1,2,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
217,Iker Benito,ESP,"FW,DF",Osasuna,La Liga,0.0,2002.0,1.1,1,0,0,0,0,0,33.3,0,0,0,0,2,3,2,0,0,1,0,3,2,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
218,Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,0.0,1995.0,6.0,5,2,0,0,0,0,60.0,0,0,0,2,7,12,44,1,5,0,0,5,2,6,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
219,Nabil Bentaleb,ALG,MF,Lille,Ligue 1,0.0,1994.0,2.1,2,0,0,0,0,0,50.0,0,0,0,1,0,2,4,0,0,2,0,2,1,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
220,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,0.0,1997.0,4.6,10,5,0,0,0,0,62.5,0,0,0,7,3,13,11,1,4,5,1,8,3,8,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
221,Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,0.0,2003.0,4.8,10,6,0,0,0,0,66.7,0,0,0,2,4,14,28,0,8,2,0,9,3,5,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
222,Domenico Berardi,ITA,FW,Sassuolo,Serie A,0.0,1994.0,4.9,6,6,0,0,0,0,50.0,0,0,0,4,4,10,9,0,2,2,2,6,3,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
223,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,0.0,1990.0,7.5,8,4,0,0,0,0,62.5,0,0,0,10,5,13,26,0,4,2,2,8,3,11,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
224,Álex Berenguer,ESP,"FW,MF",Athletic Club,La Liga,0.0,1995.0,4.8,6,2,0,0,0,0,50.0,0,0,0,7,1,7,4,0,0,5,1,4,2,7,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
225,Sander Berge,NOR,MF,Fulham,Premier League,0.0,1998.0,6.6,10,8,0,0,0,0,62.5,0,0,0,5,5,15,7,0,5,4,1,8,3,9,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
226,Lucas Bergvall,SWE,MF,Tottenham,Premier League,0.0,2006.0,4.1,9,6,0,0,0,0,50.0,0,0,0,1,1,10,8,1,1,8,0,6,3,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
227,Medon Berisha,ALB,MF,Lecce,Serie A,0.0,2003.0,2.9,9,7,0,0,0,0,75.0,0,0,0,2,2,11,1,0,5,3,1,4,1,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
228,Anthony Bermont,FRA,"DF,MF",Lens,Ligue 1,0.0,2005.0,0.5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
229,Adrian Bernabe,ESP,MF,Parma,Serie A,0.0,2001.0,5.6,10,6,0,0,0,0,64.3,0,0,0,4,3,13,2,0,6,4,0,14,5,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
230,Marc Bernal,ESP,MF,Barcelona,La Liga,0.0,2007.0,0.1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
231,Federico Bernardeschi,ITA,"MF,FW",Bologna,Serie A,0.0,1994.0,2.0,1,1,0,0,0,0,0.0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
